Car,Location,ODO,Year,Age,Mileage,Engine,Power,Seats,CP,SP,Fuel_Diesel,Fuel_Petrol,Transmission_Automatic,Transmission_Manual,Owner_First,Owner_Fourth & Above,Owner_Second,Owner_Third
Toyota Corolla Altis G MT,Kolkata,27000,2014,9,14.28,1798.0,138.03,5.0,0.0,7.95,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Grand Vitara 2.4 MT,Kochi,28786,2018,5,10.4,2393.0,163.5,5.0,0.0,9.74,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra XUV500 W8 1.99 mHawk,Chennai,143354,2011,12,16.0,1997.0,140.0,7.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Mini Cooper 3 DOOR S,Mumbai,21000,2013,10,17.44,1998.0,189.08,4.0,39.57,21.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Ritz VDi,Jaipur,73000,2009,14,21.1,1248.0,73.9,5.0,0.0,2.35,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,74000,2012,11,22.07,1199.0,73.9,5.0,0.0,2.65,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Hyundai i10 Magna,Kochi,65423,2011,12,20.36,1197.0,78.9,5.0,0.0,3.16,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti A-Star Vxi,Jaipur,65000,2009,14,19.0,998.0,66.1,5.0,0.0,2.05,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Maruti Wagon R Stingray LXI,Hyderabad,55277,2014,9,20.51,998.0,67.04,5.0,0.0,3.9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Mobilio S i DTEC,Coimbatore,50808,2017,6,24.2,1498.0,98.6,7.0,0.0,6.68,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Hyundai EON Era Plus,Jaipur,52000,2017,6,21.1,814.0,55.2,5.0,0.0,3.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Skoda Rapid 1.6 MPI AT Ambition,Mumbai,32000,2017,6,14.84,1598.0,103.52,5.0,13.7,8.11,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Ciaz VDi Plus SHVS,Delhi,25000,2017,6,28.09,1248.0,88.5,5.0,0.0,8.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz M-Class ML 250 CDI,Coimbatore,23218,2016,7,15.26,2143.0,203.2,5.0,0.0,45.61,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Skoda Laura Elegance 2.0 TDI CR AT,Pune,84000,2010,13,20.0,1968.0,138.1,5.0,0.0,4.45,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Vitara Brezza VDi Option,Delhi,40000,2017,6,24.3,1248.0,88.5,5.0,0.0,7.85,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 CRDi Sportz,Kolkata,25135,2014,9,24.0,1120.0,70.0,5.0,0.0,3.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ertiga VDI,Delhi,65000,2017,6,25.47,1248.0,88.5,7.0,11.16,7.65,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 1.2 Sportz,Ahmedabad,40000,2013,10,17.0,1197.0,80.0,5.0,0.0,4.9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra XUV500 AT W10 FWD,Coimbatore,24500,2018,5,16.0,2179.0,140.0,7.0,0.0,16.52,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Skoda Superb Elegance 1.8 TSI AT,Kochi,56674,2016,7,13.7,1798.0,157.75,5.0,0.0,14.05,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Ciaz VXi Plus,Kochi,51950,2016,7,20.73,1373.0,91.1,5.0,0.0,6.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Creta 1.6 CRDi SX,Kolkata,51000,2016,7,19.67,1582.0,126.2,5.0,0.0,9.2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City 1.5 S MT,Chennai,114750,2008,15,17.0,1497.0,118.0,5.0,0.0,2.75,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Ford Endeavour 2.2 Trend MT 4X4,Hyderabad,107890,2016,7,13.5,2198.0,157.7,7.0,0.0,20.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 2015-2017 1.4 Magna ABS,Pune,64000,2012,11,21.9,1396.0,90.0,5.0,0.0,4.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford EcoSport 1.5 Petrol Trend,Kolkata,21460,2016,7,17.0,1497.0,121.36,5.0,9.47,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 1.2 Sportz,Coimbatore,29634,2015,8,17.0,1197.0,80.0,5.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Maruti Swift VXI BSIII,Ahmedabad,52000,2008,15,16.1,1298.0,88.2,5.0,0.0,2.41,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Jazz V CVT,Hyderabad,33000,2015,8,19.0,1199.0,88.7,5.0,10.17,7.25,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Volvo XC90 2007-2015 D5 AWD,Kochi,89230,2014,9,11.1,2400.0,200.0,7.0,0.0,23.65,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Baleno Alpha 1.2,Delhi,27000,2016,7,21.4,1197.0,83.1,5.0,0.0,6.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz GLA Class 200 CDI SPORT,Kochi,72524,2017,6,17.9,2143.0,136.0,5.0,0.0,18.06,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Renault KWID RXT,Hyderabad,73000,2016,7,25.17,799.0,53.3,5.0,0.0,3.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,21740,2017,6,18.16,1196.0,86.8,5.0,0.0,6.42,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Fortuner 4x2 Manual,Jaipur,59000,2015,8,13.0,2982.0,168.5,7.0,0.0,23.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City 1.5 S MT,Chennai,83432,2013,10,17.0,1497.0,118.0,5.0,0.0,5.9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra Scorpio S2 7 Seater,Pune,87200,2014,9,15.4,2523.0,75.0,7.0,0.0,7.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW 3 Series 320d,Hyderabad,88000,2012,11,13.2,1995.0,170.0,5.0,0.0,15.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Vitara Brezza ZDi Plus,Jaipur,48324,2017,6,24.3,1248.0,88.5,5.0,11.47,9.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz New C-Class C 200 CGI Elegance,Delhi,51000,2011,12,11.74,1796.0,186.0,5.0,0.0,11.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Verna 1.6 VTVT,Kolkata,24000,2012,11,17.01,1591.0,121.3,5.0,0.0,6.2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Hyundai Grand i10 1.2 CRDi Sportz,Kochi,20773,2017,6,24.0,1186.0,73.97,5.0,8.17,5.92,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Polo 1.5 TDI Highline,Kolkata,22000,2016,7,20.14,1498.0,88.0,5.0,9.58,6.29,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Amaze S i-Vtech,Kochi,66355,2014,9,18.0,1198.0,86.7,5.0,0.0,4.12,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda CR-V 2.4 AT,Pune,115800,2007,16,10.1,2354.0,152.0,5.0,0.0,3.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Hyundai Santro Xing GL Plus,Ahmedabad,41125,2014,9,17.92,1086.0,62.1,5.0,0.0,2.7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz B Class B200 CDI,Coimbatore,43812,2017,6,15.0,2143.0,107.3,5.0,0.0,20.28,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda Amaze S i-Vtech,Delhi,69876,2014,9,18.0,1198.0,86.7,5.0,0.0,3.9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Fortuner 4x2 AT,Pune,102000,2014,9,12.55,2982.0,168.5,7.0,0.0,16.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Hyundai Verna 1.6 VTVT,Pune,68000,2011,12,17.01,1591.0,121.3,5.0,0.0,3.7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Jaguar XJ 3.0L Portfolio,Delhi,12000,2016,7,10.5,2993.0,271.23,4.0,0.0,79.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
BMW 3 Series 320d,Mumbai,25000,2013,10,22.69,1995.0,190.0,5.0,47.87,17.99,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai i20 Magna 1.4 CRDi (Diesel),Jaipur,51873,2013,10,21.9,1396.0,88.76,5.0,0.0,3.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Figo Diesel EXI Option,Chennai,72500,2012,11,18.5,1399.0,68.0,5.0,0.0,3.12,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Wagon R LXI BSIII,Pune,83000,2007,16,14.0,1061.0,64.0,5.0,0.0,1.65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Xcent 1.2 Kappa S Option,Kolkata,39871,2015,8,19.1,1197.0,81.86,5.0,0.0,3.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra Xylo H4,Chennai,82000,2015,8,14.02,2179.0,118.3,7.0,11.67,4.85,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,23152,2018,5,19.27,2143.0,167.62,5.0,0.0,39.22,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai i10 Magna,Kolkata,71600,2007,16,20.36,1197.0,78.9,5.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Toyota Fortuner 3.0 Diesel,Mumbai,122000,2010,13,11.5,2982.0,171.0,7.0,0.0,10.45,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Toyota Camry Hybrid,Chennai,29277,2016,7,19.16,2494.0,158.2,5.0,0.0,27.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Ford Figo Diesel ZXI,Kolkata,60000,2011,12,20.0,1399.0,68.0,5.0,0.0,2.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Xcent 1.2 Kappa S Option,Kolkata,42000,2014,9,19.1,1197.0,81.86,5.0,0.0,3.45,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 Sportz 1.2,Kochi,61823,2016,7,18.6,1197.0,81.83,5.0,0.0,6.14,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Dzire VDI,Hyderabad,110000,2011,12,28.4,1248.0,73.75,5.0,9.14,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City 1.5 S MT,Kolkata,38446,2010,13,17.0,1497.0,118.0,5.0,0.0,2.59,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Baleno Delta 1.3,Delhi,33000,2017,6,27.39,1248.0,74.0,5.0,0.0,6.96,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai EON Era Plus,Jaipur,70000,2016,7,21.1,814.0,55.2,5.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Polo 1.5 TDI Highline,Delhi,68038,2012,11,20.14,1498.0,88.0,5.0,9.96,3.6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Chevrolet Beat Diesel LS,Coimbatore,55012,2014,9,25.44,936.0,57.6,5.0,0.0,3.7,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
BMW 5 Series 520d Luxury Line,Ahmedabad,55000,2013,10,22.48,1995.0,190.0,5.0,63.71,21.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mercedes-Benz GLC 220d 4MATIC Sport,Mumbai,25000,2017,6,17.9,2143.0,170.0,5.0,64.14,45.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Alto K10 VXI,Coimbatore,46808,2011,12,24.07,998.0,67.1,5.0,4.7,3.19,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Hyundai Xcent 1.2 VTVT S,Coimbatore,65743,2015,8,20.14,1197.0,81.86,5.0,7.85,6.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i10 Magna 1.1,Coimbatore,64466,2013,10,19.81,1086.0,68.05,5.0,0.0,3.96,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire Tour LDI,Jaipur,80000,2016,7,23.4,1248.0,74.0,5.0,0.0,4.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Xcent 1.2 CRDi E Plus,Mumbai,69000,2017,6,25.4,1186.0,73.97,5.0,0.0,3.55,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Nissan Sunny Diesel XV,Chennai,79200,2014,9,22.71,1461.0,84.8,5.0,0.0,5.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Creta 1.6 SX Option,Mumbai,29477,2016,7,15.8,1591.0,121.3,5.0,16.36,10.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Fortuner 2.8 2WD AT,Delhi,40000,2017,6,12.9,2755.0,174.5,7.0,37.38,30.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Ritz VXi,Pune,25000,2014,9,18.5,1197.0,85.8,5.0,0.0,3.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Renault Pulse RxL,Delhi,67668,2014,9,23.08,1461.0,63.12,5.0,0.0,3.1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Skoda Fabia 1.2 MPI Ambiente Petrol,Hyderabad,78000,2010,13,17.5,1198.0,75.0,5.0,0.0,3.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford EcoSport 1.5 Diesel Titanium,Mumbai,30000,2017,6,23.0,1498.0,98.96,5.0,11.89,8.99,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Vento Petrol Comfortline,Kolkata,70623,2015,8,15.04,1598.0,103.6,5.0,0.0,3.99,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Nissan Terrano XV 110 PS,Mumbai,54000,2015,8,19.01,1461.0,108.5,5.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,48000,2015,8,15.73,1968.0,174.33,5.0,0.0,18.25,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Toyota Innova 2.5 GX (Diesel) 7 Seater,Delhi,62000,2012,11,12.99,2494.0,100.0,7.0,0.0,7.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Zest Revotron 1.2T XE,Delhi,47000,2017,6,17.57,1193.0,88.7,5.0,6.62,4.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Toyota Fortuner 3.0 Diesel,Bangalore,171000,2014,9,11.5,2982.0,171.0,7.0,0.0,16.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW X3 xDrive20d,Pune,108000,2012,11,16.09,1995.0,184.0,5.0,0.0,17.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti SX4 S Cross DDiS 320 Zeta,Chennai,41000,2016,7,22.7,1598.0,118.0,5.0,0.0,7.7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City 1.5 S MT,Pune,66000,2012,11,17.0,1497.0,118.0,5.0,0.0,4.45,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Maruti Swift Dzire LDI,Jaipur,144000,2015,8,26.59,1248.0,74.0,5.0,0.0,5.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW 3 Series 320d M Sport,Kochi,23806,2017,6,22.69,1995.0,190.0,5.0,0.0,33.66,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Nissan Micra XV CVT,Chennai,89000,2013,10,19.34,1198.0,76.0,5.0,0.0,2.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Maruti Baleno Zeta Automatic,Coimbatore,38852,2018,5,21.4,1197.0,83.1,5.0,0.0,8.47,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Ciaz ZDi Plus,Coimbatore,68737,2018,5,26.21,1248.0,88.5,5.0,0.0,9.32,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz CLA 200 CDI Style,Coimbatore,23106,2017,6,17.9,2143.0,136.0,5.0,0.0,27.43,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda Mobilio RS i DTEC,Delhi,31250,2015,8,24.5,1498.0,98.6,7.0,0.0,6.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,77795,2014,9,12.99,2494.0,100.6,8.0,0.0,9.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Jaguar XF 3.0 Litre S Premium Luxury,Kochi,47759,2015,8,14.74,2993.0,270.9,5.0,0.0,31.8,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Toyota Etios Petrol TRD Sportivo,Chennai,67620,2013,10,17.6,1496.0,88.8,5.0,0.0,4.2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Chevrolet Beat Diesel LS,Kochi,44378,2013,10,25.44,936.0,57.6,5.0,0.0,3.85,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Accord 2.4 M/T,Delhi,64709,2012,11,12.8,2354.0,177.6,5.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Maruti Alto LXi,Hyderabad,76161,2007,16,19.7,796.0,46.3,5.0,0.0,1.65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Skoda Octavia Ambition 2.0 TDI AT,Bangalore,58410,2013,10,19.3,1968.0,141.0,5.0,0.0,14.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Toyota Innova 2.5 V Diesel 7-seater,Delhi,72000,2011,12,12.8,2494.0,102.0,7.0,0.0,7.1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi A4 35 TDI Premium Sport,Chennai,11000,2016,7,17.11,1968.0,174.33,5.0,0.0,28.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,45362,2017,6,24.3,1248.0,88.5,5.0,11.75,9.38,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 Sportz,Kochi,59767,2016,7,18.9,1197.0,82.0,5.0,0.0,4.78,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Corolla DX,Chennai,70000,2003,20,13.4,1794.0,125.0,5.0,0.0,1.7,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Tata Hexa XTA,Coimbatore,14233,2019,4,17.6,2179.0,153.86,7.0,22.74,17.85,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai i20 2015-2017 1.2 Asta,Pune,72000,2010,13,17.0,1197.0,80.0,5.0,0.0,2.75,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Hyundai Verna 1.6 SX VTVT,Mumbai,11000,2014,9,17.01,1591.0,121.3,5.0,0.0,5.95,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Omni 8 Seater BSIV,Mumbai,39000,2011,12,14.0,796.0,35.0,5.0,0.0,1.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Alto 800 2016-2019 VXI,Kochi,19855,2019,4,24.7,796.0,47.3,5.0,0.0,3.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Bangalore,20149,2017,6,19.27,2143.0,167.62,5.0,0.0,38.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai i10 Era 1.1,Jaipur,70000,2011,12,19.81,1086.0,68.05,5.0,0.0,2.15,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Skoda Superb Style 1.8 TSI AT,Mumbai,62004,2010,13,14.67,1798.0,177.46,5.0,33.36,3.75,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,25500,2016,7,21.5,1498.0,108.5,5.0,15.86,8.95,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda Civic 2010-2013 1.8 V MT,Pune,61700,2010,13,14.8,1799.0,130.2,5.0,0.0,2.95,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW 3 Series 320i Sedan,Coimbatore,59660,2010,13,12.05,1995.0,154.0,5.0,0.0,10.49,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Santro Xing GLS,Hyderabad,69775,2007,16,17.92,1086.0,62.1,5.0,0.0,1.85,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Honda Accord 2001-2003 2.3 VTi L AT,Jaipur,88000,2009,14,11.1,2354.0,142.0,5.0,0.0,5.25,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Ertiga VDI,Kolkata,47052,2014,9,20.77,1248.0,88.76,7.0,0.0,5.99,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Fiesta Classic 1.4 Duratorq LXI,Kochi,69749,2015,8,18.6,1388.0,67.0,5.0,0.0,3.82,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,79000,2012,11,12.07,2967.0,241.4,7.0,0.0,39.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Audi A4 35 TDI Premium,Coimbatore,39644,2016,7,17.11,1968.0,174.33,5.0,0.0,25.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Tata Indica Vista Quadrajet VX,Hyderabad,137800,2012,11,22.3,1248.0,74.0,5.0,0.0,2.2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Verna CRDi ABS,Chennai,120000,2008,15,18.1,1493.0,110.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Mercedes-Benz E-Class E 220 d,Mumbai,11000,2018,5,16.1,1950.0,194.0,5.0,70.55,56.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
BMW 3 Series 320d Luxury Line,Mumbai,18600,2014,9,22.69,1995.0,190.0,5.0,54.43,21.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Hyundai Grand i10 CRDi Asta,Ahmedabad,116905,2014,9,24.0,1120.0,70.0,5.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i10 Sportz AT,Coimbatore,32824,2011,12,16.95,1197.0,78.9,5.0,0.0,3.83,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Swift VXi BSIV,Kochi,19148,2016,7,16.1,1197.0,85.0,5.0,0.0,5.89,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Santro Xing GLS,Kolkata,35008,2010,13,17.92,1086.0,62.1,5.0,0.0,1.36,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW 6 Series Gran Coupe,Delhi,21000,2013,10,17.54,2993.0,313.0,4.0,0.0,44.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Hyundai Verna 1.4 VTVT,Bangalore,36000,2016,7,17.43,1396.0,105.5,5.0,0.0,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire ZDI,Ahmedabad,56121,2012,11,23.4,1248.0,74.0,5.0,0.0,4.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift VDI,Pune,30000,2018,5,28.4,1248.0,74.0,5.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Skoda Octavia 2.0 TDI AT Style Plus,Kochi,31021,2016,7,19.5,1968.0,141.0,5.0,0.0,16.61,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Renault Duster 110PS Diesel RxL,Coimbatore,52600,2013,10,19.6,1461.0,108.45,5.0,0.0,7.26,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra Scorpio 2.6 CRDe,Bangalore,60000,2005,18,10.5,2179.0,120.0,8.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,44001,2016,7,18.12,1995.0,190.0,5.0,0.0,34.51,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Wagon R VXI BSIII,Chennai,101000,2003,20,17.3,1061.0,64.0,5.0,0.0,0.95,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Maruti Wagon R LXI BSIII,Hyderabad,84169,2007,16,14.0,1061.0,64.0,5.0,0.0,2.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 Sportz 1.2,Mumbai,14001,2017,6,18.6,1197.0,81.83,5.0,0.0,5.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Land Rover Discovery SE 3.0 TD6,Delhi,59000,2016,7,18.0,2993.0,255.0,7.0,113.0,36.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mercedes-Benz New C-Class 230 Avantgarde,Hyderabad,29000,2009,14,11.7,1796.0,178.0,5.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Nissan Sunny 2011-2014 Diesel XV,Mumbai,38800,2012,11,21.64,1461.0,84.8,5.0,0.0,4.05,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi Q7 3.0 TDI quattro,Hyderabad,98000,2011,12,12.07,2967.0,241.4,7.0,0.0,22.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mercedes-Benz CLA 200 CDI Sport,Coimbatore,20969,2017,6,17.9,2143.0,136.0,5.0,45.36,27.87,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Vitara Brezza ZDi,Kolkata,2900,2018,5,24.3,1248.0,88.5,5.0,10.13,8.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire Vdi BSIV,Hyderabad,69000,2016,7,19.3,1248.0,73.9,5.0,0.0,4.79,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
