ODO,Year,Age,Mileage,Engine,Power,Seats,Fuel_Diesel,Fuel_Petrol,Transmission_Automatic,Transmission_Manual,Owner_First,Owner_Fourth & Above,Owner_Second,Owner_Third,Price_Category
9905,2012,10,7.675822170891432,4796.951974048924,503.84909637490813,2.552303970082871,0.18410132336095697,0.815898676639043,1.0,0.0,0.18410132336095697,0.0,0.0,0.815898676639043,0
8454,2011,11,7.13215689396109,4970.4070862124145,527.7766446380762,2.3169510363467922,0.1056503454489307,0.8943496545510693,1.0,0.0,0.1056503454489307,0.0,0.0,0.8943496545510693,0
9962,2012,10,7.696942767250269,4790.213498067771,502.9195463187111,2.5614470853897267,0.18714902846324222,0.8128509715367578,1.0,0.0,0.18714902846324222,0.0,0.0,0.8128509715367578,0
17206,2014,8,10.410782381174794,3924.3694307680416,383.47927471020023,3.736269429079998,0.5787564763599993,0.4212435236400007,1.0,0.0,0.5787564763599993,0.0,0.0,0.4212435236400007,0
13561,2013,9,9.045284804374923,4360.0281814613345,443.57693140918457,3.1451449369588405,0.38171497898628015,0.6182850210137198,1.0,0.0,0.38171497898628015,0.0,0.0,0.6182850210137198,0
10542,2012,10,7.914467724929866,4720.812678236662,493.3459370701863,2.6556137337358723,0.21853791124529076,0.7814620887547092,1.0,0.0,0.21853791124529076,0.0,0.0,0.7814620887547092,0
19510,2015,7,11.273711188185889,3649.0540494835495,345.5004455416023,4.1098316831973545,0.7032772277324516,0.2967227722675484,1.0,0.0,0.7032772277324516,0.0,0.0,0.2967227722675484,0
21937,2016,6,12.18279569229275,3359.0128029351704,305.49023287889054,4.50337475856829,0.8344582528560966,0.16554174714390335,1.0,0.0,0.8344582528560966,0.0,0.0,0.16554174714390335,0
7539,2011,11,6.789562364836958,5079.711055028209,542.854758834737,2.1686417163796357,0.05621390545987848,0.9437860945401215,1.0,0.0,0.05621390545987848,0.0,0.0,0.9437860945401215,0
20329,2015,7,11.58031801265328,3551.2318721534775,332.006205792316,4.242561910239514,0.7475206367465048,0.2524793632534952,1.0,0.0,0.7475206367465048,0.0,0.0,0.2524793632534952,0
9259,2011,11,7.433590391757879,4874.235446439153,514.510090983239,2.4474417280337137,0.14914724267790458,0.8508527573220954,1.0,0.0,0.14914724267790458,0.0,0.0,0.8508527573220954,0
19706,2015,7,11.347084155763882,3625.644578875333,342.2711879497859,4.141594872625057,0.7138649575416857,0.28613504245831434,1.0,0.0,0.7138649575416857,0.0,0.0,0.28613504245831434,0
13151,2013,9,8.891700391226758,4409.028922799082,450.33641856794213,3.0786581780202416,0.35955272600674715,0.6404472739932529,1.0,0.0,0.35955272600674715,0.0,0.0,0.6404472739932529,0
19188,2015,7,11.152856897609784,3687.6123231435454,350.8194294702765,4.057513808489084,0.6858379361630279,0.3141620638369721,1.0,0.0,0.6858379361630279,0.0,0.0,0.3141620638369721,0
7277,2011,11,6.691260509276594,5111.074027992706,547.1811752771484,2.126086800552638,0.042028933517546,0.957971066482454,1.0,0.0,0.042028933517546,0.0,0.0,0.957971066482454,0
7118,2011,11,6.6316253569780415,5130.100481345101,549.8058104071714,2.100270717306511,0.03342357243550376,0.9665764275644962,1.0,0.0,0.03342357243550376,0.0,0.0,0.9665764275644962,0
14273,2013,9,9.31203559223762,4274.921977714664,431.8368173690513,3.2606214685011348,0.42020715616704496,0.579792843832955,1.0,0.0,0.42020715616704496,0.0,0.0,0.579792843832955,0
21919,2016,6,12.17613041894686,3361.139342526478,305.7835818501021,4.500489358851455,0.8334964529504849,0.1665035470495151,1.0,0.0,0.8334964529504849,0.0,0.0,0.1665035470495151,0
11823,2012,10,8.394313978122291,4567.718873646698,472.2271625790334,2.863339384468524,0.28777979482284133,0.7122202051771587,1.0,0.0,0.28777979482284133,0.0,0.0,0.7122202051771587,0
9753,2012,10,7.618919664091329,4815.106583361338,506.35346355730803,2.527670850255986,0.17589028341866209,0.8241097165813379,1.0,0.0,0.17589028341866209,0.0,0.0,0.8241097165813379,0
10854,2012,10,8.031206004955617,4683.567607942731,488.2081051210009,2.7061497856950725,0.23538326189835757,0.7646167381016424,1.0,0.0,0.23538326189835757,0.0,0.0,0.7646167381016424,0
15645,2013,9,9.825989720547103,4110.9461367778285,409.2169026310438,3.4831124331372743,0.4943708110457581,0.5056291889542419,1.0,0.0,0.4943708110457581,0.0,0.0,0.5056291889542419,0
23424,2016,6,12.739806203478366,3181.2999255569025,280.9753402509522,4.744504849990634,0.9148349499968781,0.08516505000312191,1.0,0.0,0.9148349499968781,0.0,0.0,0.08516505000312191,0
21083,2015,7,11.862819401014562,3461.1004768191633,319.57288350513113,4.3648568835560875,0.7882856278520292,0.21171437214797084,1.0,0.0,0.7882856278520292,0.0,0.0,0.21171437214797084,0
22331,2016,6,12.330416653651543,3311.914686692127,298.9932064410216,4.567279936645689,0.8557599788818965,0.14424002111810352,1.0,0.0,0.8557599788818965,0.0,0.0,0.14424002111810352,0
20541,2015,7,11.659709444748433,3525.902224770738,328.51206628452064,4.276930495562092,0.7589768318540306,0.24102316814596936,1.0,0.0,0.7589768318540306,0.0,0.0,0.24102316814596936,0
15761,2014,8,9.869293359074142,4097.130214009679,407.3110426381511,3.501858597001793,0.500619532333931,0.49938046766606903,1.0,0.0,0.500619532333931,0.0,0.0,0.49938046766606903,0
8131,2011,11,7.011329171194324,5008.956883476097,533.0944592764403,2.264644662854686,0.0882148876182286,0.9117851123817714,1.0,0.0,0.0882148876182286,0.0,0.0,0.9117851123817714,0
22287,2016,6,12.313961118882293,3317.1647858804113,299.7174399337519,4.560156328520473,0.8533854428401577,0.14661455715984228,1.0,0.0,0.8533854428401577,0.0,0.0,0.14661455715984228,0
18449,2014,8,10.876280298649663,3775.8534285260603,362.991992627973,3.937783679069118,0.6459278930230393,0.3540721069769607,1.0,0.0,0.6459278930230393,0.0,0.0,0.3540721069769607,0
10808,2012,10,8.013852482832078,4689.104207858337,488.9718604236964,2.698637438455445,0.23287914615181504,0.767120853848185,1.0,0.0,0.23287914615181504,0.0,0.0,0.767120853848185,0
9400,2011,11,7.486349770555861,4857.402692251226,512.18806926125,2.470281285954918,0.1567604286516393,0.8432395713483607,1.0,0.0,0.1567604286516393,0.0,0.0,0.8432395713483607,0
19143,2015,7,11.136165847039884,3692.9375630872746,351.5540283770325,4.050288245471812,0.6834294151572705,0.3165705848427295,1.0,0.0,0.6834294151572705,0.0,0.0,0.3165705848427295,0
14016,2013,9,9.215765584032479,4305.636694618209,436.0738090721636,3.2189461402738004,0.4063153800912668,0.5936846199087332,1.0,0.0,0.4063153800912668,0.0,0.0,0.5936846199087332,0
11035,2012,10,8.099045713549046,4661.923510439115,485.22237480051103,2.7355176249130064,0.24517254163766877,0.7548274583623312,1.0,0.0,0.24517254163766877,0.0,0.0,0.7548274583623312,0
19274,2015,7,11.185424345227956,3677.221756522509,349.3860858160856,4.071612270661453,0.6905374235538176,0.30946257644618236,1.0,0.0,0.6905374235538176,0.0,0.0,0.30946257644618236,0
14787,2013,9,9.504443578728576,4213.534667738978,423.36864480343206,3.34391496914657,0.44797165638218994,0.5520283436178101,1.0,0.0,0.44797165638218994,0.0,0.0,0.5520283436178101,0
14001,2013,9,9.209918716969801,4307.502123633445,436.3311387192224,3.216415028991255,0.4054716763304185,0.5945283236695815,1.0,0.0,0.4054716763304185,0.0,0.0,0.5945283236695815,0
6794,2011,11,6.510260014712057,5168.821804829962,555.1472865097869,2.0477316081004573,0.0159105360334858,0.9840894639665142,1.0,0.0,0.0159105360334858,0.0,0.0,0.9840894639665142,0
19593,2015,7,11.304714729796043,3639.162443350787,344.13593180551334,4.123253129781836,0.7077510432606121,0.2922489567393879,1.0,0.0,0.7077510432606121,0.0,0.0,0.2922489567393879,0
19545,2015,7,11.286916538256905,3644.8409139847017,344.9192576957639,4.115548284959699,0.7051827616532331,0.2948172383467669,1.0,0.0,0.7051827616532331,0.0,0.0,0.2948172383467669,0
18440,2014,8,10.87298091281775,3776.9060897200507,363.1372036927253,3.9363553735141776,0.6454517911713926,0.3545482088286074,1.0,0.0,0.6454517911713926,0.0,0.0,0.3545482088286074,0
16944,2014,8,10.312636983341928,3955.682486267099,387.7988052064519,3.6937822438709644,0.5645940812903215,0.4354059187096785,1.0,0.0,0.5645940812903215,0.0,0.0,0.4354059187096785,0
20332,2015,7,11.581403382252246,3550.8855875671406,331.9584370004423,4.243031767208764,0.7476772557362548,0.25232274426374524,1.0,0.0,0.7476772557362548,0.0,0.0,0.25232274426374524,0
8067,2011,11,6.987040713171632,5016.7060581785745,534.1634318156786,2.2541301788621784,0.08471005962072609,0.9152899403792739,1.0,0.0,0.08471005962072609,0.0,0.0,0.9152899403792739,0
20084,2015,7,11.488799035476795,3580.430783919309,336.03409728421036,4.2029433054012095,0.7343144351337365,0.2656855648662635,1.0,0.0,0.7343144351337365,0.0,0.0,0.2656855648662635,0
8427,2011,11,7.121996980287851,4973.648582479591,528.2237981258594,2.3125528053194158,0.10418426843980533,0.8958157315601947,1.0,0.0,0.10418426843980533,0.0,0.0,0.8958157315601947,0
23085,2016,6,12.612917808929168,3221.783365722599,286.55989441220834,4.689574809060246,0.8965249363534153,0.10347506364658465,1.0,0.0,0.8965249363534153,0.0,0.0,0.10347506364658465,0
12853,2013,9,8.78002047237041,4444.660135005632,455.25162423189397,3.030311892801043,0.3434372976003477,0.6565627023996523,1.0,0.0,0.3434372976003477,0.0,0.0,0.6565627023996523,0
8220,2011,11,7.0445903572229716,4998.344981266957,531.6305831236643,2.2790434446852688,0.09301448156175629,0.9069855184382437,1.0,0.0,0.09301448156175629,0.0,0.0,0.9069855184382437,0
9621,2012,10,7.569433608099731,4830.894991701514,508.53142128854,2.5062483151946884,0.16874943839822953,0.8312505616017705,1.0,0.0,0.16874943839822953,0.0,0.0,0.8312505616017705,0
24414,2016,6,13.110505833487839,3063.0290912205473,264.66027716972724,4.9049808802977655,0.968326960099255,0.03167303990074499,1.0,0.0,0.968326960099255,0.0,0.0,0.03167303990074499,0
14878,2013,9,9.538481687679496,4202.674890121303,421.8705750732689,3.358650081246535,0.4528833604155117,0.5471166395844883,1.0,0.0,0.4528833604155117,0.0,0.0,0.5471166395844883,0
23995,2016,6,12.9538057014963,3113.023895236895,271.55689192548755,4.837145325323073,0.9457151084410245,0.054284891558975534,1.0,0.0,0.9457151084410245,0.0,0.0,0.054284891558975534,0
12478,2012,10,8.639637097643774,4489.449116466034,461.43011330716433,2.969539869109859,0.323179956369953,0.676820043630047,1.0,0.0,0.323179956369953,0.0,0.0,0.676820043630047,0
12079,2012,10,8.489997008223712,4537.191430709578,468.0160046885668,2.904760609620655,0.30158686987355154,0.6984131301264485,1.0,0.0,0.30158686987355154,0.0,0.0,0.6984131301264485,0
9983,2012,10,7.704936497675548,4787.663117408278,502.56772990028253,2.5649075747513193,0.18830252491710642,0.8116974750828936,1.0,0.0,0.18830252491710642,0.0,0.0,0.8116974750828936,0
19380,2015,7,11.225116129660062,3664.5581872036946,347.6391890986553,4.088794861324702,0.6962649537749006,0.3037350462250994,1.0,0.0,0.6962649537749006,0.0,0.0,0.3037350462250994,0
23279,2016,6,12.685389353809663,3198.6614918797745,283.3703098251159,4.720947772211975,0.906982590737325,0.09301740926267499,1.0,0.0,0.906982590737325,0.0,0.0,0.09301740926267499,0
9161,2011,11,7.397005006759276,4885.907926414898,516.1202702652844,2.431603899029989,0.14386796634332977,0.8561320336566702,1.0,0.0,0.14386796634332977,0.0,0.0,0.8561320336566702,0
8436,2011,11,7.125296851601115,4972.59576639393,528.0785656943233,2.3139813210394435,0.10466044034648114,0.8953395596535189,1.0,0.0,0.10466044034648114,0.0,0.0,0.8953395596535189,0
17175,2014,8,10.399001241871005,3928.128175212584,383.9977808411751,3.7311693687753267,0.5770564562584423,0.42294354374155774,1.0,0.0,0.5770564562584423,0.0,0.0,0.42294354374155774,0
21218,2015,7,11.913358147465075,3444.9762100944763,317.3485952414361,4.386735128772759,0.7955783762575864,0.20442162374241357,1.0,0.0,0.7955783762575864,0.0,0.0,0.20442162374241357,0
22384,2016,6,12.350211969280762,3305.5990383723283,298.12198403598376,4.575849337350979,0.8586164457836598,0.1413835542163402,1.0,0.0,0.8586164457836598,0.0,0.0,0.1413835542163402,0
22589,2016,6,12.426879398115712,3281.1384777440344,294.74773211756246,4.6090387004829925,0.8696795668276641,0.13032043317233588,1.0,0.0,0.8696795668276641,0.0,0.0,0.13032043317233588,0
13096,2013,9,8.871037379844898,4415.621407382818,451.2458296027859,3.0697131514480076,0.35657105048266924,0.6434289495173308,1.0,0.0,0.35657105048266924,0.0,0.0,0.6434289495173308,0
21352,2015,7,11.963521934961301,3428.9715731313945,315.1408095002602,4.408451054095801,0.8028170180319337,0.19718298196806627,1.0,0.0,0.8028170180319337,0.0,0.0,0.19718298196806627,0
8305,2011,11,7.076437564095312,4988.1842057410195,530.2289383767576,2.292830114326975,0.0976100381089916,0.9023899618910084,1.0,0.0,0.0976100381089916,0.0,0.0,0.9023899618910084,0
21913,2015,7,12.173739353035348,3361.902206412532,305.88881635270116,4.499454265383267,0.8331514217944224,0.16684857820557764,1.0,0.0,0.8331514217944224,0.0,0.0,0.16684857820557764,0
7910,2011,11,6.928541426573942,5035.370116283552,536.7380757424166,2.2288058123696715,0.0762686041232239,0.9237313958767761,1.0,0.0,0.0762686041232239,0.0,0.0,0.9237313958767761,0
21697,2015,7,12.092795781739003,3387.727060111842,309.4512679032618,4.464413758328572,0.8214712527761908,0.17852874722380918,1.0,0.0,0.8214712527761908,0.0,0.0,0.17852874722380918,0
18449,2014,8,10.876332582879197,3775.8367473671133,362.9896915183037,3.937806312934718,0.6459354376449059,0.3540645623550941,1.0,0.0,0.6459354376449059,0.0,0.0,0.3540645623550941,0
18632,2014,8,10.944837917578832,3753.980283439135,359.97466596514516,3.967462301982178,0.6558207673273928,0.3441792326726072,1.0,0.0,0.6558207673273928,0.0,0.0,0.3441792326726072,0
16439,2014,8,10.123320418519505,4016.083485519968,396.1309195312484,3.6118270210041143,0.5372756736680381,0.4627243263319619,1.0,0.0,0.5372756736680381,0.0,0.0,0.4627243263319619,0
19026,2015,7,11.09247114593417,3706.878253440051,353.477099637818,4.031372790447692,0.6771242634825639,0.32287573651743606,1.0,0.0,0.6771242634825639,0.0,0.0,0.32287573651743606,0
12370,2012,10,8.599088913433079,4502.38591809516,463.2147015011416,2.951986542611722,0.31732884753724067,0.6826711524627593,1.0,0.0,0.31732884753724067,0.0,0.0,0.6826711524627593,0
18131,2014,8,10.757126724365751,3813.8690927023554,368.2361254067022,3.886202045179979,0.6287340150599929,0.37126598494000707,1.0,0.0,0.6287340150599929,0.0,0.0,0.37126598494000707,0
11422,2012,10,8.244082483963549,4615.649874164011,478.8390825961209,2.7983041056119258,0.2661013685373086,0.7338986314626914,1.0,0.0,0.2661013685373086,0.0,0.0,0.7338986314626914,0
24278,2016,6,13.05968550411367,3079.243196306591,266.89695833265955,4.882980737711546,0.9609935792371819,0.03900642076281813,1.0,0.0,0.9609935792371819,0.0,0.0,0.03900642076281813,0
14927,2013,9,9.557077799191454,4196.741845019869,421.0521314930168,3.3667003459703264,0.4555667819901088,0.5444332180098912,1.0,0.0,0.4555667819901088,0.0,0.0,0.5444332180098912,0
22983,2016,6,12.574449020906577,3234.056740948854,288.2529651693353,4.672921654072112,0.8909738846907038,0.10902611530929618,1.0,0.0,0.8909738846907038,0.0,0.0,0.10902611530929618,0
17035,2014,8,10.346616001533732,3944.8415614154287,386.30333615183434,3.7084917755557276,0.5694972585185759,0.4305027414814241,1.0,0.0,0.5694972585185759,0.0,0.0,0.4305027414814241,0
21899,2015,7,12.168469918994223,3363.583406797082,306.1207322809181,4.497173125105723,0.8323910417019079,0.16760895829809208,1.0,0.0,0.8323910417019079,0.0,0.0,0.16760895829809208,0
24845,2016,6,13.271956696721311,3011.5185777127244,257.55457539682544,4.974873028883684,0.9916243429612281,0.008375657038771855,1.0,0.0,0.9916243429612281,0.0,0.0,0.008375657038771855,0
21973,2016,6,12.196139705321745,3354.755427349729,304.9029422621743,4.509151387585171,0.8363837958617237,0.16361620413827627,1.0,0.0,0.8363837958617237,0.0,0.0,0.16361620413827627,0
19297,2015,7,11.194019039253938,3674.479639857077,349.0078200616954,4.075332917425947,0.6917776391419823,0.3082223608580177,1.0,0.0,0.6917776391419823,0.0,0.0,0.3082223608580177,0
18974,2015,7,11.07285446574117,3713.1369085492456,354.3404600214925,4.022880721100074,0.6742935737000246,0.32570642629997537,1.0,0.0,0.6742935737000246,0.0,0.0,0.32570642629997537,0
6870,2011,11,6.53890874980713,5159.681494109154,553.8864114442749,2.0601336579251646,0.020044552641721558,0.9799554473582784,1.0,0.0,0.020044552641721558,0.0,0.0,0.9799554473582784,0
6766,2011,11,6.499786913707094,5172.163222769641,555.6082238556041,2.043197798141599,0.014399266047199655,0.9856007339528003,1.0,0.0,0.014399266047199655,0.0,0.0,0.9856007339528003,0
12296,2012,10,8.571317220751784,4511.24641052205,464.4369765758595,2.939964164827612,0.3133213882758705,0.6866786117241295,1.0,0.0,0.3133213882758705,0.0,0.0,0.6866786117241295,0
11006,2012,10,8.088250508436607,4665.367694927369,485.69748844543074,2.7308443759465826,0.24361479198219427,0.7563852080178057,1.0,0.0,0.24361479198219427,0.0,0.0,0.7563852080178057,0
10226,2012,10,7.796008041754949,4758.606958106755,498.5595306298327,2.604332485608203,0.20144416186940095,0.798555838130599,1.0,0.0,0.20144416186940095,0.0,0.0,0.798555838130599,0
8480,2011,11,7.141711900082495,4967.358584259395,527.3561140656334,2.3210874026331143,0.1070291342110381,0.8929708657889619,1.0,0.0,0.1070291342110381,0.0,0.0,0.8929708657889619,0
20942,2015,7,11.810246177909388,3477.8738384765293,321.8867122276532,4.342097912514886,0.7806993041716287,0.2193006958283713,1.0,0.0,0.7806993041716287,0.0,0.0,0.2193006958283713,0
8161,2011,11,7.0223408596772545,5005.443630483924,532.6098178641324,2.2694116275659106,0.08980387585530358,0.9101961241446964,1.0,0.0,0.08980387585530358,0.0,0.0,0.9101961241446964,0
17917,2014,8,10.676964574254743,3839.4446358330106,371.76418540437277,3.8514998156946945,0.6171666052315647,0.38283339476843525,1.0,0.0,0.6171666052315647,0.0,0.0,0.38283339476843525,0
18166,2014,8,10.770302594232747,3809.665362792409,367.6562350301605,3.8919058849492414,0.6306352949830805,0.36936470501691954,1.0,0.0,0.6306352949830805,0.0,0.0,0.36936470501691954,0
17042,2014,8,10.349110866568994,3944.045580666083,386.193533289532,3.709571803709521,0.5698572679031737,0.4301427320968263,1.0,0.0,0.5698572679031737,0.0,0.0,0.4301427320968263,0
14598,2013,9,9.43371183106773,4236.101463421248,426.48165822862086,3.3132951649643854,0.43776505498812845,0.5622349450118715,1.0,0.0,0.43776505498812845,0.0,0.0,0.5622349450118715,0
19258,2015,7,11.179129738480729,3679.2300358180537,349.6631211779766,4.06888733267564,0.68962911089188,0.31037088910812005,1.0,0.0,0.68962911089188,0.0,0.0,0.31037088910812005,0
10900,2012,10,8.04844173027925,4678.068590815667,487.449534237349,2.7136111386490263,0.23787037954967538,0.7621296204503246,1.0,0.0,0.23787037954967538,0.0,0.0,0.7621296204503246,0
7680,2011,11,6.842296410326119,5062.8863833721425,540.5338520707841,2.1914703075004844,0.06382343583349481,0.9361765641665052,1.0,0.0,0.06382343583349481,0.0,0.0,0.9361765641665052,0
23903,2016,6,12.919403454494816,3123.9998502326066,273.07098793348933,4.822252577703384,0.9407508592344611,0.05924914076553889,1.0,0.0,0.9407508592344611,0.0,0.0,0.05924914076553889,0
21766,2015,7,12.118765695816709,3379.4414208584785,308.3082918868548,4.475656145375199,0.8252187151250662,0.17478128487493383,1.0,0.0,0.8252187151250662,0.0,0.0,0.17478128487493383,0
22682,2016,6,12.461973492120002,3269.941790609332,293.20318685474734,4.624230948969698,0.874743649656566,0.12525635034343396,1.0,0.0,0.874743649656566,0.0,0.0,0.12525635034343396,0
20142,2015,7,11.510399889089957,3573.5390830046326,335.08341036472774,4.212294324281366,0.7374314414271221,0.26256855857287786,1.0,0.0,0.7374314414271221,0.0,0.0,0.26256855857287786,0
11177,2012,10,8.152163186783705,4644.97650707377,482.88459278946175,2.7585122020708677,0.25283740069028926,0.7471625993097107,1.0,0.0,0.25283740069028926,0.0,0.0,0.7471625993097107,0
7744,2011,11,6.866282367546096,5055.233720830532,539.478193058938,2.201853838764544,0.06728461292151455,0.9327153870784854,1.0,0.0,0.06728461292151455,0.0,0.0,0.9327153870784854,0
20042,2015,7,11.47277894049126,3585.5419570813597,336.73916639973527,4.196008199346866,0.732002733115622,0.26799726688437797,1.0,0.0,0.732002733115622,0.0,0.0,0.26799726688437797,0
23375,2016,6,12.721603080895973,3187.1075884760467,281.77648778163467,4.736624710344577,0.9122082367815256,0.08779176321847437,1.0,0.0,0.9122082367815256,0.0,0.0,0.08779176321847437,0
18213,2014,8,10.787928217027702,3804.0419498054475,366.88050415678947,3.899536024687317,0.6331786748957723,0.3668213251042277,1.0,0.0,0.6331786748957723,0.0,0.0,0.3668213251042277,0
11660,2012,10,8.333091199977748,4587.251855245195,474.9216715738509,2.8368360173063847,0.27894533910212815,0.7210546608978718,1.0,0.0,0.27894533910212815,0.0,0.0,0.7210546608978718,0
11257,2012,10,8.182065793186034,4635.436151697789,481.56853291172575,2.7714570533272873,0.25715235110909584,0.7428476488909042,1.0,0.0,0.25715235110909584,0.0,0.0,0.7428476488909042,0
11691,2012,10,8.344640081866496,4583.567211975927,474.4133874503202,2.841835533275539,0.2806118444251797,0.7193881555748203,1.0,0.0,0.2806118444251797,0.0,0.0,0.7193881555748203,0
7020,2011,11,6.594882038506012,5141.823349619511,551.4229405852333,2.0843645188337714,0.028121506277923758,0.9718784937220762,1.0,0.0,0.028121506277923758,0.0,0.0,0.9718784937220762,0
18056,2014,8,10.729023073793014,3822.8354955041336,369.4730104607692,3.8740359626809586,0.6246786542269862,0.3753213457730138,1.0,0.0,0.6246786542269862,0.0,0.0,0.3753213457730138,0
18094,2014,8,10.743400705398354,3818.248346372906,368.840228694589,3.8802600456269936,0.6267533485423312,0.3732466514576688,1.0,0.0,0.6267533485423312,0.0,0.0,0.3732466514576688,0
22297,2016,6,12.317550800798651,3316.019506411859,299.5594524901027,4.5617103033760396,0.8539034344586798,0.14609656554132022,1.0,0.0,0.8539034344586798,0.0,0.0,0.14609656554132022,0
21725,2015,7,12.103414770917258,3384.3390968978274,308.9839097936849,4.469010723340804,0.8230035744469347,0.17699642555306527,1.0,0.0,0.8230035744469347,0.0,0.0,0.17699642555306527,0
10848,2012,10,8.028766900766596,4684.345798326848,488.31545386236485,2.705093896435756,0.23503129881191864,0.7649687011880814,1.0,0.0,0.23503129881191864,0.0,0.0,0.7649687011880814,0
12932,2013,9,8.809691888168167,4435.193540441584,453.94573940962607,3.0431566615446615,0.34771888718155375,0.6522811128184463,1.0,0.0,0.34771888718155375,0.0,0.0,0.6522811128184463,0
17503,2014,8,10.521983801952965,3888.890882234054,378.58512848547554,3.784408572274011,0.5948028574246703,0.4051971425753297,1.0,0.0,0.5948028574246703,0.0,0.0,0.4051971425753297,0
13973,2013,9,9.199417883339905,4310.852389601077,436.7932966206824,3.2118692135670583,0.4039564045223528,0.5960435954776472,1.0,0.0,0.4039564045223528,0.0,0.0,0.5960435954776472,0
23012,2016,6,12.585367670281666,3230.5731718625157,287.772418551817,4.677648342113276,0.8925494473710919,0.10745055262890812,1.0,0.0,0.8925494473710919,0.0,0.0,0.10745055262890812,0
6812,2011,11,6.517205703456739,5166.605799373327,554.8415960239098,2.050738399764822,0.016912799921607324,0.9830872000783927,1.0,0.0,0.016912799921607324,0.0,0.0,0.9830872000783927,0
23326,2016,6,12.703281481745488,3192.9530510621544,282.58284964900815,4.728693282140903,0.9095644273803012,0.09043557261969881,1.0,0.0,0.9095644273803012,0.0,0.0,0.09043557261969881,0
20011,2015,7,11.461464039243424,3589.151949384241,337.23715267399075,4.191109973698452,0.7303699912328172,0.2696300087671828,1.0,0.0,0.7303699912328172,0.0,0.0,0.2696300087671828,0
21664,2015,7,12.08036162926858,3391.694146852405,309.99851415195997,4.459031008341377,0.8196770027804591,0.18032299721954093,1.0,0.0,0.8196770027804591,0.0,0.0,0.18032299721954093,0
6512,2011,11,6.404502417727653,5202.563514344034,559.8018416440211,2.0019490985833994,0.0006496995277998074,0.9993503004722002,1.0,0.0,0.0006496995277998074,0.0,0.0,0.9993503004722002,0
21088,2015,7,11.864781382067546,3460.4745114355924,319.4865336896679,4.365706226003266,0.7885687420010888,0.21143125799891116,1.0,0.0,0.7885687420010888,0.0,0.0,0.21143125799891116,0
11405,2012,10,8.237633236400654,4617.707491243601,479.12292393907654,2.795512223550067,0.2651707411833556,0.7348292588166444,1.0,0.0,0.2651707411833556,0.0,0.0,0.7348292588166444,0
18762,2014,8,10.993618328308234,3738.417009539754,357.8277647714269,3.988579362903997,0.6628597876346657,0.3371402123653343,1.0,0.0,0.6628597876346657,0.0,0.0,0.3371402123653343,0
24360,2016,6,13.090559037782306,3069.3930688980263,265.5381664468105,4.896345903801864,0.9654486346006212,0.03455136539937875,1.0,0.0,0.9654486346006212,0.0,0.0,0.03455136539937875,0
23442,2016,6,12.746593432961856,3179.134476150265,280.6766238018231,4.747443044572232,0.9158143481907439,0.08418565180925608,1.0,0.0,0.9158143481907439,0.0,0.0,0.08418565180925608,0
15803,2014,8,9.884927354054504,4092.142225134992,406.62296637999657,3.508626560196755,0.5028755200655849,0.4971244799344151,1.0,0.0,0.5028755200655849,0.0,0.0,0.4971244799344151,0
21209,2015,7,11.910114257910202,3446.0111653334116,317.491363829349,4.385330847580174,0.7951102825267247,0.20488971747327533,1.0,0.0,0.7951102825267247,0.0,0.0,0.20488971747327533,0
9011,2011,11,7.340718761982314,4903.865918796118,518.5975148045302,2.4072375592997033,0.13574585309990106,0.8642541469000989,1.0,0.0,0.13574585309990106,0.0,0.0,0.8642541469000989,0
6917,2011,11,6.556353383466195,5154.115825275071,553.1186461822238,2.067685447387963,0.022561815795987705,0.9774381842040123,1.0,0.0,0.022561815795987705,0.0,0.0,0.9774381842040123,0
7159,2011,11,6.647032088130614,5125.185000453566,549.1277363809759,2.1069402978920406,0.035646765964013505,0.9643532340359865,1.0,0.0,0.035646765964013505,0.0,0.0,0.9643532340359865,0
21971,2016,6,12.195358321897345,3355.004725870847,304.93733215314717,4.508813126362487,0.836271042120829,0.16372895787917097,1.0,0.0,0.836271042120829,0.0,0.0,0.16372895787917097,0
19460,2015,7,11.254997745114471,3655.024528939669,346.3240530649475,4.1017306255906805,0.7005768751968934,0.2994231248031066,1.0,0.0,0.7005768751968934,0.0,0.0,0.2994231248031066,0
23147,2016,6,12.635925867278106,3214.4426994874616,285.54727423956393,4.6995350074796995,0.8998450024932331,0.10015499750676693,1.0,0.0,0.8998450024932331,0.0,0.0,0.10015499750676693,0
11526,2012,10,8.283002960364385,4603.232388836124,477.1261323360552,2.815152796694539,0.2717175988981797,0.7282824011018203,1.0,0.0,0.2717175988981797,0.0,0.0,0.7282824011018203,0
9904,2012,10,7.6754263793526185,4797.078250397022,503.86651577163803,2.55213263175438,0.18404421058479337,0.8159557894152066,1.0,0.0,0.18404421058479337,0.0,0.0,0.8159557894152066,0
18001,2014,8,10.708272842344751,3829.4558074423885,370.3862601854041,3.8650531785042217,0.6216843928347405,0.37831560716525947,1.0,0.0,0.6216843928347405,0.0,0.0,0.37831560716525947,0
23364,2016,6,12.717409017672965,3188.4456943614828,281.9610749797613,4.734809098559725,0.9116030328532416,0.08839696714675838,1.0,0.0,0.9116030328532416,0.0,0.0,0.08839696714675838,0
18668,2014,8,10.958377113282191,3749.660635286158,359.3787850575659,3.9733234256632866,0.6577744752210954,0.34222552477890456,1.0,0.0,0.6577744752210954,0.0,0.0,0.34222552477890456,0
